Name,Screener,LTP,Change(%),Open,Volume,Market Cap (Cr.),PE Ratio,Industry PE,52W High,52W Low,1M Returns,3M Returns,1 Yr Returns,3 Yr Returns,5 Yr Returns,PB Ratio,Dividend,ROE,ROCE,EPS,50 DMA,200 DMA,RSI,Margin Funding,Margin Pledge
"Indusind Bank","https://scanx.trade/company/indusind-bank-ltd","956.75","-0.81%","963.00","37,45,120","74,538.09","-36.95","9.69","1,063.30","606.00","7.20%","12.47%","-8.59%","-11.34%","-9.99%","1.16","-","14.20%","5.98%","115.87","904.84","828.16","63.57","70.00%","86.13%"
"Federal Bank","https://scanx.trade/company/federal-bank-ltd","299.85","0.12%","299.50","68,71,717","73,851.43","17.49","9.69","301.70","172.66","7.65%","16.96%","67.79%","135.82%","258.89%","2.03","0.40%","12.70%","6.45%","16.45","277.09","230.28","69.08","76.00%","87.50%"
"SBI Cards","https://scanx.trade/company/sbi-cards-ltd","774.40","-0.13%","775.40","46,51,147","73,687.84","35.27","30.80","1,027.25","725.15","0.50%","-11.77%","-9.61%","3.76%","-27.53%","4.99","0.32%","19.93%","20.03%","25.33","809.82","867.27","45.22","76.00%","87.50%"
"Bajaj Housing Finance","https://scanx.trade/company/bajaj-housing-finance-ltd","87.04","-0.61%","87.57","37,40,441","72,524.64","29.48","13.07","136.96","86.67","-1.48%","-17.10%","-21.96%","-47.25%","-47.25%","3.44","-","-","8.84%","-","91.68","108.12","32.16","70.00%","87.50%"
"Meesho","https://scanx.trade/company/meesho-ltd","159.99","-0.21%","160.00","12,44,949","72,205.58","-28.04","34.23","254.40","144.76","-6.06%","-5.94%","-5.94%","-5.94%","-5.94%","13.66","-","-","-95.95%","-","169.75","-","51.04","-","80.00%"
"NMDC","https://scanx.trade/company/nmdc-ltd","81.74","-0.99%","82.31","1,68,29,779","71,864.32","10.52","-2.79","86.72","59.53","7.05%","10.03%","25.39%","118.97%","173.65%","2.24","4.00%","24.47%","29.74%","20.82","81.61","75.16","51.03","75.15%","87.43%"
"AU Small Finance Bank","https://scanx.trade/company/au-small-finance-bank-ltd","958.35","-1.48%","976.00","2,28,27,452","71,582.24","31.46","9.69","1,039.20","478.35","-0.80%","0.48%","72.15%","60.25%","70.15%","4.01","0.10%","38.28%","16.45%","23.05","991.79","845.39","41.69","76.00%","87.50%"
"Fortis Healthcare","https://scanx.trade/company/fortis-healthcare-ltd","942.65","-2.18%","968.80","32,08,469","71,166.13","74.21","37.79","1,104.30","595.60","11.69%","1.05%","53.08%","247.91%","495.30%","7.72","0.10%","7.54%","9.86%","8.50","892.48","888.69","61.96","75.00%","87.50%"
"L&T Finance","https://scanx.trade/company/lt-finance-holdings-ltd","283.95","-5.32%","297.50","9,99,77,962","71,062.11","26.74","30.80","329.45","132.58","-1.41%","-7.69%","103.56%","225.82%","170.69%","2.85","0.91%","9.85%","10.60%","9.93","296.61","249.77","42.41","75.00%","87.50%"
"Aurobindo Pharma","https://scanx.trade/company/aurobindo-pharma-ltd","1,220.40","-0.02%","1,225.30","17,81,292","70,881.03","20.37","4.43","1,278.60","1,010.00","7.76%","-0.57%","12.93%","160.07%","42.70%","2.03","-","10.62%","15.74%","61.22","1,182.85","1,144.34","58.41","76.00%","87.50%"
"One 97 Communications","https://scanx.trade/company/paytm-ltd","1,098.30","-2.18%","1,122.80","30,19,796","70,240.60","-409.56","34.23","1,381.80","651.50","-3.56%","-14.63%","51.37%","76.15%","-29.63%","4.68","-","-13.67%","-4.12%","-","1,230.08","1,154.24","36.65","68.53%","82.59%"
"Indian Overseas Bank","https://scanx.trade/company/indian-overseas-bank-ltd","36.45","-0.92%","36.70","59,33,154","70,190.27","14.30","10.57","46.84","33.50","6.92%","-7.77%","-20.07%","50.62%","103.63%","2.19","-","9.67%","5.53%","1.49","35.36","37.89","56.91","64.04%","80.00%"
"UNO Minda","https://scanx.trade/company/minda-industries-ltd","1,188.50","-3.42%","1,223.20","7,70,804","68,593.48","58.10","130.59","1,382.00","767.60","4.80%","-9.97%","43.31%","132.70%","319.59%","11.40","0.18%","17.56%","19.22%","15.45","1,220.84","1,190.91","46.55","70.00%","70.00%"
"PB FinTech","https://scanx.trade/company/policy-bazaar-ltd","1,481.60","-2.83%","1,532.50","31,08,444","68,549.89","121.67","49.35","1,978.00","1,311.35","-11.49%","-17.09%","-1.28%","156.87%","23.23%","10.42","-","-8.90%","6.22%","2.28","1,650.05","1,765.84","40.33","70.00%","84.27%"
"Steel Authority of India","https://scanx.trade/company/steel-authority-of-india-ltd","165.71","0.12%","164.75","2,80,20,533","68,446.93","24.52","24.85","167.20","101.13","11.19%","21.03%","56.36%","99.77%","116.47%","1.17","0.97%","3.98%","6.70%","9.38","150.63","135.88","64.30","73.43%","85.82%"
"Schaeffler India","https://scanx.trade/company/schaeffler-india-ltd","4,357.20","0.24%","4,345.00","1,95,685","68,104.64","59.05","28.14","4,399.10","2,823.00","20.48%","11.75%","41.61%","48.55%","319.52%","11.23","0.81%","18.71%","23.77%","58.28","3,824.10","3,976.38","75.64","69.50%","80.00%"
"Alkem Laboratories","https://scanx.trade/company/alkem-laboratories-ltd","5,639.50","-1.96%","5,752.00","1,31,566","67,428.68","28.38","4.43","5,933.50","4,491.65","-1.93%","-2.31%","22.27%","71.03%","107.18%","5.15","0.78%","16.91%","19.29%","179.80","5,642.53","5,379.63","51.36","78.00%","87.50%"
"GIC of India","https://scanx.trade/company/general-insurance-corporation-of-india-ltd","383.05","-1.50%","388.15","3,19,784","67,202.29","7.08","30.80","453.80","351.00","3.36%","-2.41%","-1.76%","162.63%","102.62%","0.97","2.57%","14.56%","-53.04%","40.52","376.76","382.56","50.21","64.68%","80.00%"
"Info Edge","https://scanx.trade/company/naukri-info-edge-ltd","1,029.60","-2.04%","1,056.00","24,85,232","66,761.38","40.46","34.23","1,550.00","1,006.10","-20.85%","-23.25%","-30.26%","44.78%","4.84%","1.40","0.57%","1.88%","4.80%","53.82","1,246.38","1,357.05","27.30","75.95%","87.50%"
"Rail Vikas Nigam","https://scanx.trade/company/rail-vikas-nigam-ltd","316.35","-0.61%","318.30","54,45,951","65,959.61","57.78","19.99","447.80","301.20","-2.71%","-2.24%","-9.63%","401.35%","896.38%","6.94","0.54%","19.39%","14.76%","6.98","330.96","348.77","46.49","67.60%","82.36%"
"Coromandel International","https://scanx.trade/company/coromandel-international-ltd","2,220.00","-4.75%","2,329.00","8,76,844","65,488.98","29.11","75.63","2,718.90","1,596.00","-1.24%","-3.39%","32.97%","149.92%","187.81%","5.65","0.64%","17.37%","25.05%","49.55","2,293.56","2,308.25","41.62","69.49%","87.50%"
"Lloyds Metals & Energy","https://scanx.trade/company/lloyds-metals-energy-ltd","1,233.00","-2.48%","1,264.00","3,18,862","65,164.33","27.55","-2.79","1,612.00","942.15","10.53%","-0.64%","16.54%","118.89%","118.89%","7.50","0.08%","44.22%","26.34%","26.73","1,235.23","1,336.37","53.72","50.00%","65.00%"
"NALCO","https://scanx.trade/company/national-aluminium-company-ltd","354.60","-1.85%","357.25","98,32,443","65,126.96","10.80","115.01","431.50","137.75","-4.33%","37.35%","97.70%","352.87%","491.00%","3.34","2.91%","10.93%","36.82%","10.50","347.63","245.74","50.82","71.97%","82.64%"
"Yes Bank","https://scanx.trade/company/yes-bank-ltd","20.72","-1.52%","21.01","9,89,77,180","65,014.28","20.82","9.69","24.30","16.02","-0.96%","-9.64%","19.35%","28.30%","31.56%","1.31","-","3.05%","5.95%","0.46","21.65","21.19","40.33","70.00%","87.50%"
"Jindal Stainless","https://scanx.trade/company/jsl-jindal-stainless-ltd","776.35","-4.05%","809.50","17,03,092","64,003.81","22.68","24.85","884.00","496.60","4.08%","1.60%","30.14%","191.64%","990.38%","3.69","0.37%","17.41%","17.24%","30.84","795.52","746.83","47.86","70.00%","75.00%"
"Dixon Technologies","https://scanx.trade/company/dixon-technologies-ltd","10,528.00","4.07%","10,106.00","13,59,438","63,889.95","33.97","13.89","18,471.00","9,835.00","1.62%","-28.98%","-23.84%","276.41%","165.20%","15.14","0.08%","19.86%","41.33%","72.30","11,390.34","14,720.26","40.55","70.00%","84.81%"
"Biocon","https://scanx.trade/company/biocon-ltd","389.80","-1.28%","395.05","43,94,250","63,182.98","101.56","4.43","424.95","291.00","6.44%","-2.17%","25.00%","72.25%","-0.10%","1.69","0.09%","5.13%","6.26%","13.00","380.65","369.98","60.38","75.63%","87.50%"
"IDFC First Bank","https://scanx.trade/company/idfc-first-bank-ltd","73.48","0.92%","72.91","7,34,95,422","63,155.27","39.80","9.69","87.00","52.46","-11.46%","-8.57%","24.08%","35.32%","15.81%","1.34","0.29%","9.12%","5.55%","3.82","82.73","75.88","35.35","76.00%","86.86%"
"Max Financial Services","https://scanx.trade/company/max-financial-services-ltd","1,813.40","-2.34%","1,854.60","5,38,734","62,583.11","365.26","34.23","1,892.50","950.00","13.41%","4.42%","76.73%","161.45%","109.38%","12.07","-","8.99%","6.69%","11.00","1,709.44","1,612.71","57.42","75.00%","87.50%"
"MCX","https://scanx.trade/company/multi-commodity-exchange-ltd","2,443.30","-0.63%","2,455.20","25,38,434","62,302.16","66.86","34.23","2,705.00","881.63","7.07%","18.80%","127.41%","790.93%","708.05%","30.03","0.24%","10.07%","24.11%","34.19","2,331.24","1,842.04","54.60","72.84%","75.00%"
"APL Apollo Tubes","https://scanx.trade/company/apl-apollo-tubes-ltd","2,234.60","0.37%","2,232.00","13,01,696","62,040.55","54.13","24.85","2,301.40","1,365.00","11.72%","28.96%","55.36%","82.76%","316.63%","13.42","0.26%","21.36%","22.02%","26.38","2,044.23","1,806.54","65.15","76.00%","87.50%"
"Colgate Palmolive","https://scanx.trade/company/colgate-palmolive-ltd","2,254.50","-1.78%","2,301.00","5,77,821","61,319.16","47.05","43.28","2,747.40","2,029.40","4.07%","3.18%","-9.71%","53.94%","42.58%","39.45","2.22%","70.62%","111.07%","51.99","2,132.77","2,267.64","61.74","78.00%","87.50%"
"Sundaram Finance","https://scanx.trade/company/sundaram-finance-ltd","5,509.50","0.29%","5,470.50","2,01,800","61,212.67","29.61","30.80","5,555.00","4,200.00","9.54%","16.63%","20.61%","139.40%","108.14%","4.03","0.64%","12.84%","10.15%","140.47","5,236.10","4,899.59","60.38","67.71%","80.00%"
"Oracle Financial Services Software","https://scanx.trade/company/oracle-financial-services-software-ltd","6,932.00","1.10%","6,904.00","2,57,521","60,320.12","24.44","25.37","9,950.00","6,399.50","-12.87%","-15.23%","-14.23%","120.21%","127.76%","8.10","3.85%","28.24%","36.86%","269.28","7,460.50","8,353.50","44.86","75.09%","86.92%"
"Glenmark Pharmaceuticals","https://scanx.trade/company/glenmark-pharmaceuticals-ltd","2,136.70","0.58%","2,125.60","6,16,213","60,297.85","56.36","4.43","2,284.80","1,275.50","8.59%","11.21%","62.69%","387.22%","358.32%","6.26","0.12%","3.84%","15.93%","-","2,013.38","1,910.22","67.77","75.73%","87.50%"
"Prestige Estates Projects","https://scanx.trade/company/prestige-estate-ltd","1,393.00","-2.49%","1,427.10","9,62,243","60,000.72","58.18","19.99","1,814.00","1,048.05","0.30%","-16.48%","22.78%","248.42%","367.29%","3.88","0.13%","10.40%","8.96%","33.42","1,527.86","1,606.59","31.34","72.15%","85.63%"
"MRF","https://scanx.trade/company/mrf-ltd","1,40,985.00","-1.77%","1,44,000.00","14,866","59,793.75","27.30","27.51","1,63,600.00","1,02,124.05","2.55%","-8.74%","33.35%","62.42%","66.85%","3.13","0.16%","12.46%","13.78%","4,866.72","1,45,329.00","1,47,657.17","43.42","73.50%","87.50%"
"Nippon Life India AMC","https://scanx.trade/company/nippon-life-india-asset-management-ltd","931.20","-1.32%","940.20","3,70,579","59,320.65","41.76","30.80","1,009.00","498.05","13.02%","8.35%","77.56%","323.27%","182.35%","13.75","1.90%","27.78%","38.47%","19.06","899.00","842.93","50.85","65.60%","80.00%"
"Phoenix Mills","https://scanx.trade/company/phoenix-mills-ltd","1,658.60","-3.34%","1,707.00","4,51,895","59,310.09","43.26","19.99","1,993.00","1,402.50","-3.93%","-5.31%","9.71%","152.28%","307.72%","5.69","0.15%","13.29%","10.43%","61.08","1,787.03","1,648.70","36.03","73.22%","87.17%"
"HDB Financial Services","https://scanx.trade/company/hdb-financial-services-ltd","705.25","-1.17%","713.60","8,26,068","58,524.98","27.21","30.80","891.90","687.30","1.42%","-6.57%","-16.14%","-16.14%","-16.14%","3.23","0.40%","-","9.35%","-","734.44","-","40.76","-","70.00%"
"Suzlon Energy","https://scanx.trade/company/suzlon-ltd","42.67","-1.39%","43.27","8,57,24,851","58,510.30","18.26","4.69","74.30","42.60","-6.63%","-23.23%","-18.15%","407.98%","700.56%","7.51","-","262.69%","24.15%","0.68","48.56","57.01","28.13","50.00%","84.71%"
"Laurus Labs","https://scanx.trade/company/laurus-labs-ltd","1,075.80","-1.55%","1,088.40","16,91,058","58,077.77","70.16","4.43","1,141.00","517.65","5.84%","9.04%","98.12%","239.48%","207.24%","12.27","0.11%","4.09%","12.08%","2.75","1,037.01","891.80","61.48","75.20%","80.00%"
"Bank of Maharashtra","https://scanx.trade/company/bank-of-maharashtra-ltd","74.76","-1.18%","75.62","3,17,33,355","57,502.06","8.98","10.57","75.90","42.00","13.91%","24.70%","56.34%","197.26%","210.21%","1.85","1.98%","20.49%","5.10%","6.33","64.65","58.13","73.09","60.00%","75.00%"
"Linde","https://scanx.trade/company/linde-india-ltd","6,730.00","-2.40%","6,910.00","22,937","57,396.28","99.66","16.37","7,870.00","5,242.40","14.78%","13.91%","10.91%","73.84%","331.35%","14.71","0.17%","12.52%","15.21%","52.52","6,174.85","6,391.37","60.30","67.17%","80.00%"
"Abbott","https://scanx.trade/company/abbott-india-ltd","26,530.00","0.66%","26,410.00","7,169","56,374.40","36.72","44.86","37,000.00","26,100.00","-4.50%","-11.64%","-11.46%","31.63%","84.37%","13.95","1.80%","32.48%","42.09%","583.05","27,524.90","30,295.82","42.41","73.15%","80.00%"
"Adani Total Gas","https://scanx.trade/company/adani-gas-ltd","512.00","-0.79%","516.10","2,08,796","56,310.28","88.35","34.23","798.00","507.05","-1.05%","-15.48%","-11.84%","-31.90%","-0.04%","12.58","0.05%","18.64%","15.92%","6.27","545.09","609.95","36.78","70.30%","83.26%"
"Oberoi Realty","https://scanx.trade/company/oberoi-realty-ltd","1,522.80","-1.40%","1,540.00","7,88,586","55,369.35","25.08","19.99","2,005.00","1,425.50","4.74%","-8.42%","1.00%","80.16%","179.11%","3.35","0.52%","13.92%","16.69%","60.22","1,588.03","1,682.62","45.21","75.70%","87.50%"
"Patanjali Foods","https://scanx.trade/company/ruchi-soya-industries-ltd","508.00","-1.73%","514.00","18,17,346","55,261.67","34.07","16.86","670.33","480.00","-0.68%","-10.82%","-15.92%","-43.92%","-30.83%","4.64","0.64%","1.75%","15.86%","25.98","530.75","569.82","38.29","75.00%","87.50%"
"Vishal Mega Mart","https://scanx.trade/company/vishal-mega-mart-ltd","117.78","-7.65%","118.83","78,60,31,801","55,038.63","75.95","14.61","157.60","95.99","-5.46%","-12.76%","17.97%","5.23%","5.23%","8.64","-","-","13.04%","-","126.88","135.75","41.54","65.00%","87.50%"
"Hindustan Copper","https://scanx.trade/company/hindustan-copper-ltd","566.30","-2.99%","584.10","1,01,59,245","54,762.57","85.34","-2.79","760.05","183.82","5.67%","72.08%","166.28%","466.30%","277.91%","18.93","0.25%","14.18%","21.26%","3.74","554.17","354.45","48.52","70.91%","76.30%"
"UPL","https://scanx.trade/company/upl-united-phosphorus-ltd","637.40","-0.48%","640.55","43,77,806","53,753.14","26.97","20.23","812.20","588.85","-9.27%","-16.20%","-0.97%","-10.00%","18.33%","1.70","0.88%","-5.74%","7.50%","-","741.81","704.88","32.91","76.00%","86.46%"
"JSW Infrastructure","https://scanx.trade/company/jswinfra.ltd","254.80","-1.62%","259.00","16,73,399","53,508.04","33.20","34.23","349.00","241.15","-0.60%","-5.54%","-1.75%","61.98%","61.98%","5.33","0.31%","14.10%","13.30%","5.37","267.31","291.61","43.34","60.00%","75.00%"
"Tube Investment","https://scanx.trade/company/tube-invest-of-india-ltd","2,753.40","1.22%","2,720.30","9,96,503","53,280.73","50.47","24.85","3,419.90","2,164.90","24.06%","-4.42%","8.24%","7.93%","154.84%","7.00","0.13%","17.60%","15.90%","34.13","2,475.21","2,873.81","67.60","74.32%","85.50%"
"Berger Paints","https://scanx.trade/company/berger-paints-ltd","456.10","-0.69%","459.25","10,00,790","53,177.94","50.70","37.21","605.00","448.75","-9.59%","-20.77%","-9.73%","-1.92%","-19.49%","8.52","0.83%","21.71%","24.17%","10.01","496.30","539.61","34.96","72.37%","80.00%"
"Godrej Properties","https://scanx.trade/company/godrej-properties-ltd","1,731.00","-3.72%","1,794.00","12,47,988","52,138.82","34.38","19.99","2,506.50","1,475.00","12.32%","-18.13%","-10.74%","60.20%","12.36%","2.96","-","7.25%","8.74%","40.29","1,836.88","2,083.18","43.17","73.82%","85.08%"
"M&M Financial Services","https://scanx.trade/company/mahindra-mahindra-financial-services-ltd","374.30","-3.19%","383.00","9,63,530","52,026.62","22.62","30.80","412.20","231.52","3.78%","6.99%","36.46%","49.77%","88.85%","2.17","1.49%","9.73%","8.28%","16.77","374.16","307.49","50.05","76.00%","86.87%"
"Voltas","https://scanx.trade/company/voltas-ltd","1,561.30","1.09%","1,550.00","16,50,861","51,661.03","103.89","112.27","1,566.40","1,190.00","18.69%","12.57%","18.94%","74.41%","53.35%","8.03","0.45%","4.24%","17.53%","13.81","1,432.12","1,369.01","64.81","76.00%","87.50%"
"Supreme Industries","https://scanx.trade/company/supreme-industries-ltd","3,975.20","-0.80%","3,996.00","4,04,124","50,495.72","62.56","27.44","4,739.00","3,095.00","13.95%","14.76%","13.92%","45.79%","96.06%","8.91","0.85%","20.94%","21.37%","88.76","3,603.45","3,983.40","64.80","74.61%","87.26%"
"KEI Industries","https://scanx.trade/company/kei-industries-ltd","5,080.40","1.42%","5,009.40","3,94,177","48,568.93","55.61","19.08","5,061.00","2,424.00","33.44%","22.92%","69.40%","206.45%","915.67%","7.74","0.08%","18.44%","16.86%","67.58","4,399.39","4,047.88","78.24","70.00%","80.00%"
"Petronet LNG","https://scanx.trade/company/petronet-lng-ltd","323.40","2.02%","317.00","83,90,107","48,510.00","13.08","34.23","326.50","263.50","16.29%","17.56%","8.41%","45.87%","26.75%","2.25","3.15%","20.26%","23.63%","26.26","290.85","288.12","72.24","76.00%","80.00%"
"Fertilisers & Chemical Travancore","https://scanx.trade/company/fact-fertilisers-chemical-travancore-ltd","743.45","0.70%","743.00","1,22,873","48,106.57","1,717.91","75.63","1,112.00","565.00","-4.92%","-15.02%","-0.58%","221.77%","746.27%","34.76","0.05%","48.12%","19.24%","3.26","826.40","906.99","34.51","50.00%","70.00%"
"PI Industries","https://scanx.trade/company/pi-industries-ltd","3,117.30","-0.54%","3,139.90","3,84,811","47,295.09","32.74","20.23","4,330.00","2,951.10","-1.83%","-9.33%","3.48%","0.08%","43.19%","4.39","0.51%","19.26%","20.62%","115.17","3,182.06","3,621.68","47.72","76.00%","87.50%"
"Bharat Dynamics","https://scanx.trade/company/bharat-dynamics-ltd","1,265.20","-0.64%","1,273.40","8,28,133","46,377.49","80.44","-5.98","2,096.60","907.00","-10.14%","-14.95%","24.36%","164.06%","622.35%","11.06","0.37%","10.97%","10.19%","15.77","1,399.63","1,582.71","41.56","70.06%","82.61%"
"Balkrishna Industries","https://scanx.trade/company/balkrishna-industries-ltd","2,383.90","-3.19%","2,464.80","1,69,884","46,084.88","36.26","27.51","2,817.50","2,152.05","-1.02%","3.07%","-11.24%","16.37%","53.01%","4.56","0.65%","16.62%","20.30%","84.30","2,448.46","2,440.52","36.14","76.00%","80.00%"
"IRCTC","https://scanx.trade/company/irctc-ltd","569.55","-4.27%","594.10","3,22,13,440","45,564.00","33.40","18.50","820.25","594.00","-7.81%","-17.28%","-17.97%","-6.30%","61.84%","11.17","1.34%","34.40%","44.39%","14.87","638.39","708.83","29.89","76.00%","87.50%"
"Tata Communications","https://scanx.trade/company/tata-communications-ltd","1,597.50","-3.78%","1,660.60","9,74,472","45,528.75","26.63","-11.29","2,004.00","1,291.00","2.39%","-13.70%","15.01%","32.84%","47.68%","16.63","1.50%","53.04%","19.88%","28.87","1,685.89","1,720.52","42.93","75.00%","87.50%"
