Name,Screener,LTP,Change(%),Open,Volume,Market Cap (Cr.),PE Ratio,Industry PE,52W High,52W Low,1M Returns,3M Returns,1 Yr Returns,3 Yr Returns,5 Yr Returns,PB Ratio,Dividend,ROE,ROCE,EPS,50 DMA,200 DMA,RSI,Margin Funding,Margin Pledge
"Nilkamal","https://scanx.trade/company/nilkamal-plastics-ltd","1,374.30","-1.07%","1,385.30","2,816","2,050.80","19.02","27.44","1,865.00","1,330.70","-0.90%","-2.28%","-14.55%","-25.17%","-24.30%","1.37","1.44%","8.68%","9.40%","72.45","1,406.29","1,557.75","40.20","50.00%","-"
"Studds Accessories","https://scanx.trade/company/studds-accessories-ltd","520.05","0.03%","518.00","12,272","2,046.57","25.09","27.44","600.00","475.00","4.79%","-6.16%","-7.18%","-7.18%","-7.18%","4.26","0.48%","-","19.91%","-","519.68","-","52.77","-","70.00%"
"SH Kelkar & Company","https://scanx.trade/company/sh-kelkar-company-ltd","147.83","-1.24%","149.95","1,68,755","2,046.27","12.22","16.37","275.50","134.52","3.61%","-13.02%","-11.42%","33.90%","25.44%","1.56","0.67%","10.18%","10.57%","8.23","163.95","209.69","36.38","62.89%","70.00%"
"Teamlease Services","https://scanx.trade/company/teamlease-services-ltd","1,219.40","0.04%","1,219.00","98,041","2,044.80","15.36","34.23","2,165.00","1,213.20","-13.74%","-28.56%","-35.66%","-51.59%","-64.18%","2.13","-","13.60%","11.65%","61.57","1,450.31","1,740.35","24.96","50.00%","-"
"DEE Development Engineers","https://scanx.trade/company/dee-development-engineers-ltd","294.34","-3.16%","294.03","2,14,01,703","2,038.70","25.92","18.50","336.20","183.00","54.51%","35.11%","38.71%","-12.22%","-12.22%","2.51","-","3.06%","10.51%","3.80","215.73","255.57","77.18","60.00%","-"
"KCP","https://scanx.trade/company/kcp-ltd","158.10","-0.82%","159.40","96,735","2,038.24","9.10","-13.60","230.00","159.01","-5.56%","-14.57%","-13.40%","63.66%","112.50%","1.25","0.16%","15.52%","12.07%","14.92","173.00","194.06","31.70","50.00%","-"
"Panacea Biotec","https://scanx.trade/company/panacea-biotec-ltd","331.00","-1.53%","336.90","32,940","2,027.40","-252.48","4.43","581.90","281.10","-9.09%","-11.37%","9.95%","172.43%","67.51%","2.49","-","-","-0.44%","-","368.77","409.44","37.19","50.00%","-"
"Bhansali Engineering Polymers","https://scanx.trade/company/bhansali-engineering-polymers-ltd","81.39","0.59%","80.92","2,33,807","2,025.46","11.99","13.80","123.80","80.00","-0.79%","-11.24%","-21.72%","17.33%","-15.46%","1.94","4.94%","19.44%","23.90%","7.32","85.53","100.59","39.46","50.00%","65.00%"
"Pennar Industries","https://scanx.trade/company/pennar-industries-ltd","149.68","-0.16%","149.77","12,09,133","2,019.88","15.19","18.50","279.90","139.60","-4.93%","-34.75%","-8.91%","86.98%","626.60%","1.90","-","9.68%","21.78%","7.63","177.13","219.50","37.66","50.00%","65.00%"
"Vimta Labs","https://scanx.trade/company/vimta-labs-ltd","452.05","-2.32%","460.00","1,27,021","2,017.73","33.65","34.23","902.65","400.30","-12.16%","-27.09%","1.13%","192.06%","443.33%","6.02","0.22%","12.83%","16.36%","18.53","521.55","590.69","39.95","50.00%","60.00%"
"InfoBeans Technologies","https://scanx.trade/company/infobeans-technologies-ltd","206.25","-74.21%","201.65","13,11,775","2,017.57","25.60","49.35","1,030.00","270.55","-74.95%","-64.80%","-34.89%","-60.55%","35.82%","5.27","0.13%","7.60%","14.62%","10.98","835.83","596.23","17.67","50.00%","-"
"EIH Associated Hotels","https://scanx.trade/company/eih-associated-hotels-ltd","329.60","-1.30%","332.40","8,525","2,008.46","21.21","-1.45","434.90","304.00","1.15%","-8.62%","-1.76%","66.42%","146.47%","3.88","1.05%","17.51%","21.31%","12.69","342.56","371.95","42.63","50.00%","-"
"Mufin Green Finance","https://scanx.trade/company/mufin-green-finance-ltd","114.86","-0.35%","116.00","14,21,580","1,989.74","104.19","30.80","126.34","63.11","2.07%","3.72%","38.04%","-14.60%","-14.60%","6.30","-","5.28%","11.68%","1.11","115.85","97.69","47.37","60.00%","-"
"Pix Transmissions","https://scanx.trade/company/pix-transmissions-ltd","1,451.80","0.46%","1,445.90","9,348","1,978.11","18.11","34.23","1,799.60","1,220.10","11.89%","-0.47%","-0.39%","87.17%","44.01%","3.10","0.62%","16.84%","23.58%","69.41","1,394.04","1,470.16","51.91","50.00%","-"
"PTC India Financial Services","https://scanx.trade/company/ptc-india-financial-services-ltd","30.75","0.20%","30.62","3,52,543","1,975.02","5.94","30.80","44.20","29.41","3.02%","-10.95%","-5.88%","108.47%","60.16%","0.66","-","7.20%","10.68%","2.62","32.84","36.46","36.70","50.00%","-"
"DCX Systems","https://scanx.trade/company/dcx-systems-ltd","177.25","-4.10%","184.98","7,51,109","1,974.32","155.50","15.18","363.75","153.60","11.08%","-5.16%","-27.62%","11.16%","-42.54%","1.42","-","-","5.16%","-","179.03","235.95","50.91","50.00%","65.00%"
"Alpex Solar","https://scanx.trade/company/alpex-solar-ltd","769.85","5.80%","727.65","88,200","1,966.43","10.07","4.69","1,449.70","495.00","-0.96%","-34.09%","26.77%","122.85%","122.85%","3.93","-","-","50.31%","-","801.22","1,050.75","44.01","-","-"
"Jai Corp","https://scanx.trade/company/jai-corp-ltd","110.58","-1.36%","111.80","2,77,948","1,940.73","11.45","27.44","178.24","81.49","2.28%","-22.68%","10.35%","-6.72%","22.19%","1.35","0.45%","3.51%","5.76%","2.33","119.22","128.29","39.48","58.83%","70.00%"
"Filatex India","https://scanx.trade/company/filatex-india-ltd","43.37","-0.39%","43.50","10,85,265","1,925.88","10.49","53.12","66.10","34.00","1.47%","-19.74%","10.22%","11.49%","29.54%","1.37","0.57%","18.00%","12.49%","2.82","47.23","53.08","34.99","50.00%","60.00%"
"Mold-Tek Packaging","https://scanx.trade/company/mold-tek-packaging-ltd","577.05","0.80%","577.40","38,447","1,911.23","24.82","-8.45","892.90","410.00","4.72%","-6.81%","19.93%","-39.65%","47.94%","4.02","0.63%","13.93%","19.12%","19.15","572.72","679.10","54.84","50.00%","-"
"Hindware Home Innovation","https://scanx.trade/company/somany-home-innovation-ltd","227.95","0.11%","227.00","72,040","1,906.72","-37.28","14.61","392.70","180.00","1.02%","-30.91%","14.39%","-36.13%","-16.36%","2.54","-","6.06%","2.31%","5.13","242.46","289.41","42.82","50.00%","-"
"BF Utilities","https://scanx.trade/company/bf-utilities-ltd","505.55","2.10%","504.90","9,933","1,904.29","5.51","35.41","898.70","484.65","-5.16%","-21.66%","-19.99%","46.07%","84.88%","9.24","-","-","28.05%","-","577.48","708.33","39.11","-","-"
"KP Energy","https://scanx.trade/company/kp-energy-ltd","284.25","-2.07%","288.00","1,30,749","1,901.83","13.22","-11.88","583.70","274.50","-3.04%","-27.57%","-26.97%","-46.81%","-46.81%","4.84","0.20%","-","28.53%","-","315.83","414.38","35.11","50.00%","65.00%"
"Venkys","https://scanx.trade/company/venkys-ltd","1,347.70","-0.54%","1,341.10","1,29,976","1,898.55","37.32","34.23","1,768.00","1,315.00","-8.97%","0.74%","-18.42%","-18.37%","-15.20%","1.32","0.74%","5.43%","11.63%","95.72","1,486.47","1,500.81","31.90","50.00%","65.00%"
"Mukand","https://scanx.trade/company/mukand-ltd","131.35","-1.82%","135.00","57,691","1,897.95","32.13","18.50","162.00","84.40","7.08%","-1.80%","38.42%","2.82%","110.33%","2.02","1.50%","11.15%","22.06%","6.65","130.23","131.71","52.39","50.00%","-"
"Hathway Cable & Datacom","https://scanx.trade/company/hathway-cable-datacom-ltd","10.72","0.19%","10.70","14,72,113","1,897.55","18.08","-11.29","17.98","9.91","4.89%","-18.29%","-21.87%","-29.47%","-63.97%","0.43","-","2.31%","2.87%","0.54","11.58","13.78","38.93","67.85%","-"
"Apcotex Industries","https://scanx.trade/company/apcotex-industries-ltd","365.65","-0.39%","367.10","35,331","1,895.71","22.80","34.23","444.00","286.95","3.73%","-9.46%","11.04%","-14.70%","107.87%","3.28","1.77%","20.58%","20.10%","10.91","366.07","382.37","46.82","50.00%","-"
"Wonder Electricals","https://scanx.trade/company/wonder-electricals-ltd","141.15","-0.95%","140.55","34,612","1,891.52","141.39","4.69","192.00","123.15","0.91%","-19.70%","-21.63%","565.17%","3,428.75%","22.58","0.14%","10.55%","27.61%","8.36","144.61","155.59","46.25","50.00%","-"
"Yasho Industries","https://scanx.trade/company/yasho.ltd","1,561.40","4.27%","1,491.80","1,18,951","1,882.59","100.57","16.37","2,172.00","1,130.00","25.31%","-7.07%","-11.22%","-12.85%","-12.85%","4.24","0.03%","19.66%","8.84%","35.69","1,372.89","1,682.30","69.02","50.00%","-"
"Saksoft","https://scanx.trade/company/saksoft-ltd","141.67","-2.22%","143.33","3,29,871","1,877.85","15.08","49.35","253.99","125.03","-15.17%","-29.69%","-19.06%","24.23%","408.51%","2.73","0.55%","19.03%","20.76%","9.11","176.68","197.32","25.71","50.00%","70.00%"
"Mahanagar Telephone Nigam","https://scanx.trade/company/mahanagar-telephone-nigam-ltd","29.74","-1.39%","30.05","5,68,189","1,873.62","-0.52","-11.29","58.20","28.55","3.08%","-22.55%","-31.79%","47.59%","123.61%","-0.07","-","13.98%","14.82%","-","32.97","41.69","38.53","50.00%","70.00%"
"India Nippon Electricals","https://scanx.trade/company/india-nippon-electricals-ltd","827.35","-0.52%","831.70","8,865","1,871.58","19.12","130.59","1,099.90","545.30","16.82%","-3.25%","41.56%","122.68%","113.37%","2.40","1.50%","8.61%","13.68%","30.14","791.01","824.67","54.26","50.00%","-"
"Bajel Projects","https://scanx.trade/company/bajel-projects-ltd","161.53","0.68%","160.44","1,05,467","1,868.23","169.11","-11.88","263.90","142.34","9.17%","-8.90%","-6.72%","-14.98%","-14.98%","2.63","-","-","11.05%","-","164.81","197.36","48.27","-","-"
"Cosmo First","https://scanx.trade/company/cosmo-films-ltd","711.35","0.95%","700.00","1,30,455","1,867.27","12.63","-8.45","1,307.20","525.70","23.20%","-0.03%","15.26%","5.38%","111.19%","1.20","0.57%","4.62%","9.13%","30.19","656.40","882.36","59.49","50.00%","-"
"Indoco Remedies","https://scanx.trade/company/indoco-remedies-ltd","202.28","-0.95%","201.50","30,278","1,865.99","-16.20","4.43","349.80","190.00","-3.84%","-22.59%","1.12%","-41.66%","-30.45%","1.92","0.10%","13.83%","-0.50%","7.50","216.60","266.33","42.15","64.99%","-"
"Advait Energy Transitions","https://scanx.trade/company/advait-infratech-ltd","1,705.20","-1.51%","1,743.30","10,162","1,864.94","38.37","19.08","1,885.00","1,351.00","23.09%","22.52%","22.52%","22.52%","22.52%","8.27","0.10%","-","21.10%","-","-","-","57.48","-","-"
"Yatra Online","https://scanx.trade/company/yatra.ltd","118.60","-0.84%","120.00","36,31,479","1,861.03","34.87","18.50","202.00","65.51","-17.32%","-29.08%","63.14%","-12.73%","-12.73%","2.31","-","4.50%","5.50%","-","156.51","138.25","30.71","50.00%","-"
"Jaykay Enterprises","https://scanx.trade/company/jaykay-enterprises-ltd","142.56","-0.08%","143.00","56,860","1,857.37","59.23","-5.98","219.70","140.05","-7.51%","-32.66%","-32.66%","-32.66%","-32.66%","3.90","-","-","2.63%","-","171.32","-","31.46","-","-"
"Tasty Bite Eatables","https://scanx.trade/company/tasty-bite-eatables-ltd","7,199.50","-0.10%","7,285.00","555","1,847.39","52.40","47.30","11,958.00","6,563.50","2.89%","-14.03%","-21.60%","-21.07%","-53.44%","5.84","0.03%","14.49%","10.77%","64.14","7,533.28","9,184.69","41.89","50.00%","-"
"Ador Welding","https://scanx.trade/company/ador-welding-ltd","1,053.60","-1.20%","1,062.80","4,545","1,833.56","28.08","9.43","1,260.00","788.00","5.12%","-3.66%","22.83%","24.20%","228.17%","3.76","1.88%","16.01%","17.51%","36.60","1,047.36","1,031.68","48.07","68.34%","-"
"Thejo Engineering","https://scanx.trade/company/thejo-engineering-ltd","1,686.60","-0.94%","1,692.90","5,383","1,829.48","37.82","-5.98","2,485.80","1,446.00","-5.24%","-1.07%","0.01%","30.02%","294.99%","5.72","0.29%","21.79%","21.08%","48.48","1,737.70","1,855.59","45.84","50.00%","-"
"Summit Securities","https://scanx.trade/company/summit-securities-ltd","1,664.30","-1.46%","1,714.00","6,176","1,814.38","14.79","30.80","2,495.00","1,380.00","-0.79%","-19.94%","10.42%","177.43%","190.48%","0.16","-","0.84%","0.88%","70.56","1,808.73","2,040.92","35.13","50.00%","-"
"India Pesticides","https://scanx.trade/company/ipl.ltd","157.40","-0.25%","158.95","70,536","1,812.67","16.38","20.23","245.84","119.79","6.36%","-10.58%","20.85%","-25.05%","-54.13%","1.90","0.48%","7.29%","12.57%","5.56","165.24","192.85","43.91","50.00%","60.00%"
"Oriental Hotels","https://scanx.trade/company/oriental-hotels-ltd","101.49","0.66%","101.83","1,87,717","1,812.60","33.10","-1.45","168.99","98.08","-0.01%","-16.37%","-24.23%","29.37%","330.04%","2.63","0.49%","8.09%","10.20%","2.29","105.36","128.78","43.76","50.00%","-"
"Antelopus Selan Energy","https://scanx.trade/company/selan-exploration-technology-ltd","514.65","0.54%","514.80","2,60,316","1,809.63","27.13","-467.68","767.95","357.00","1.91%","23.42%","-2.92%","83.48%","287.68%","3.06","-","8.57%","18.03%","30.19","492.44","545.39","43.95","60.00%","-"
"Insecticides","https://scanx.trade/company/insecticides-india-ltd","621.10","-0.80%","626.10","12,093","1,807.27","12.95","20.23","1,098.00","570.00","1.16%","-15.10%","8.00%","32.19%","103.15%","1.52","0.32%","10.10%","17.81%","41.30","647.77","778.05","46.58","50.00%","-"
"Kernex Microsystems","https://scanx.trade/company/kernex-microsystems-ltd","1,078.00","-0.36%","1,088.30","41,118","1,806.67","34.59","15.18","1,425.00","621.55","-5.41%","-8.68%","27.21%","292.43%","3,487.35%","10.45","-","-","24.33%","-","1,196.91","1,154.40","36.80","-","-"
"Spandana Sphoorty Financial","https://scanx.trade/company/spandana-sphoorty-financial-ltd","253.10","-2.28%","258.20","62,529","1,804.73","-1.62","30.80","331.23","183.54","6.32%","-7.03%","-0.95%","-55.70%","-57.46%","0.83","-","13.74%","-5.39%","61.28","254.76","259.52","48.17","50.00%","-"
"MSP Steel & Power","https://scanx.trade/company/msp-steel-power-ltd","31.78","-0.90%","32.00","21,34,462","1,801.28","-21.32","18.50","41.00","21.60","10.85%","-8.73%","29.19%","263.20%","326.58%","1.99","-","-","8.37%","-","32.86","32.59","49.97","50.00%","-"
"EPack Prefab Technologies","https://scanx.trade/company/epack-prefab-technologies-ltd","179.21","-0.52%","180.15","1,71,382","1,800.20","22.00","18.50","344.00","174.90","-2.66%","-43.07%","-6.01%","-6.01%","-6.01%","2.63","-","-","21.20%","-","227.67","-","34.16","-","65.00%"
"GNA Axles","https://scanx.trade/company/gna-axles-ltd","419.00","-0.63%","417.80","55,720","1,798.80","16.25","130.59","470.00","271.05","22.28%","36.28%","35.23%","-8.92%","117.18%","1.93","0.71%","18.22%","15.60%","22.03","372.09","330.53","57.12","50.00%","-"
"NDR Auto Components","https://scanx.trade/company/ndr-auto-components-ltd","755.25","-1.22%","764.55","6,526","1,796.39","30.32","130.59","1,220.00","551.00","12.04%","-11.88%","17.91%","429.52%","536.27%","5.62","0.36%","15.27%","21.40%","35.32","759.85","928.17","49.09","0.00%","-"
"Silver Touch Technologies","https://scanx.trade/company/silver-touch-technologies-ltd","1,412.50","-2.14%","1,443.10","39,104","1,791.19","57.84","49.35","1,690.20","610.00","-2.69%","80.37%","115.34%","331.03%","1,487.08%","12.66","0.03%","10.21%","21.82%","14.13","1,322.51","894.68","55.78","50.00%","70.00%"
"Hi-Tech Pipes","https://scanx.trade/company/hitech-pipes-ltd","88.13","-0.63%","89.20","5,58,152","1,789.99","23.67","18.50","127.50","70.70","17.07%","-14.51%","-19.00%","4.36%","169.35%","1.39","0.03%","9.01%","10.70%","3.61","85.57","96.95","56.11","64.25%","65.00%"
"Rico Auto Industries","https://scanx.trade/company/rico-auto-industries-ltd","132.22","0.75%","132.39","59,93,931","1,788.74","33.52","130.59","142.40","54.00","14.33%","24.97%","99.16%","84.15%","220.53%","2.35","0.38%","7.38%","8.59%","2.87","126.02","97.79","58.04","50.00%","70.00%"
"Ideaforge Technology","https://scanx.trade/company/ideaforge-technology-ltd","413.00","-2.73%","427.00","1,23,705","1,786.38","-17.85","-5.98","659.85","304.20","2.92%","-11.83%","10.34%","-68.11%","-68.11%","3.22","-","6.85%","-9.76%","6.34","440.89","489.74","44.58","50.00%","60.00%"
"Accelya Solutions","https://scanx.trade/company/accelya-solutions-india-ltd","1,196.70","-1.46%","1,214.00","5,689","1,786.23","16.82","49.35","1,527.00","1,145.00","-9.22%","-6.78%","-8.72%","4.75%","33.90%","6.90","7.41%","46.93%","51.92%","78.22","1,283.74","1,371.48","41.43","50.00%","-"
"SP Apparels","https://scanx.trade/company/sp-apparels-ltd","707.45","1.94%","704.00","34,786","1,775.18","15.37","-29.04","945.00","600.00","9.93%","-7.79%","2.90%","125.12%","285.74%","1.94","-","12.37%","16.54%","36.96","697.96","757.15","48.82","50.00%","-"
"Vikran Engineering","https://scanx.trade/company/vikran-engineering-ltd","68.46","-3.35%","70.48","27,23,289","1,765.66","24.82","17.81","118.40","66.24","-22.15%","-36.58%","-28.47%","-28.47%","-28.47%","1.57","-","-","32.48%","-","88.10","-","29.25","-","60.00%"
"Geojit Financial Services","https://scanx.trade/company/geojit-financial-services-ltd","63.16","-0.85%","63.51","3,06,001","1,762.94","18.09","30.80","94.79","60.73","-7.51%","-12.47%","-13.83%","57.98%","35.68%","1.52","2.35%","15.71%","19.06%","7.04","71.05","76.01","29.03","50.00%","-"
"RM Drip & Sprinklers System","https://scanx.trade/company/r-m-drip-and-sprinklers-systems-ltd","70.53","-9.99%","70.53","3,97,632","1,761.84","55.60","27.44","621.90","33.10","-30.02%","-12.98%","-82.73%","2,024.40%","184.97%","22.59","-","-","33.71%","-","98.28","75.89","18.60","-","-"
"Indian Hume Pipe","https://scanx.trade/company/indian-hume-pipe-ltd","332.55","-1.84%","337.00","15,957","1,751.93","2.90","19.99","479.00","294.10","-10.88%","-15.95%","-2.33%","145.06%","76.79%","1.28","1.71%","9.36%","49.91%","19.03","388.73","395.75","24.27","50.00%","-"
"Hinduja Global Solutions","https://scanx.trade/company/hgs-hinduja-global-solutions-ltd","376.00","-2.75%","389.20","27,940","1,749.16","107.31","49.35","628.70","377.70","-7.22%","-21.92%","-30.16%","-71.15%","-34.44%","0.23","-","3.31%","3.27%","28.63","419.49","496.56","29.91","50.00%","-"
"Veranda Learning Solutions","https://scanx.trade/company/veranda-learning-solutions-ltd","181.82","-1.79%","185.00","1,08,922","1,740.59","14.54","34.23","272.50","172.15","-12.09%","-11.61%","-20.33%","-8.06%","38.53%","2.09","-","-","-9.39%","-","197.83","214.17","37.50","50.00%","-"
"Ceinsys Tech","https://scanx.trade/company/ceinsys-tech-ltd","972.10","-1.59%","1,007.00","12,065","1,734.34","14.93","49.35","1,061.70","949.20","-3.83%","-3.83%","-3.83%","-3.83%","-3.83%","3.78","0.35%","-","21.95%","-","-","-","-","-","-"
"Sasken Technologies","https://scanx.trade/company/buyback-test1ltd","1,144.90","0.47%","1,138.00","7,388","1,733.70","41.97","49.35","1,714.20","1,134.00","-7.94%","-16.49%","-28.23%","27.94%","35.77%","2.16","2.19%","10.04%","7.73%","47.20","1,320.53","1,399.54","34.37","50.00%","-"
"Sai Silks (Kalamandir)","https://scanx.trade/company/kalamandir.ltd","112.94","-1.48%","114.00","6,01,012","1,732.12","67.87","14.61","223.03","106.55","-2.41%","-32.33%","-21.09%","-53.88%","-53.88%","1.92","-","24.56%","13.17%","3.55","125.50","152.46","42.08","50.00%","65.00%"
"Hindustan Oil Exploration","https://scanx.trade/company/hindustan-oil-exploration-ltd","130.88","-0.58%","131.60","2,51,065","1,731.47","16.38","-467.68","198.99","129.36","-11.01%","-7.88%","-29.18%","-7.34%","34.37%","1.27","-","20.49%","10.59%","13.24","148.46","161.01","32.26","50.00%","70.00%"
"Amrutanjan Health Care","https://scanx.trade/company/amrutajan-health-ltd","596.75","-0.77%","599.95","5,466","1,725.24","30.81","33.06","790.95","544.10","-1.19%","-12.87%","0.56%","-1.09%","9.33%","5.12","0.76%","18.92%","29.24%","15.56","628.49","689.22","41.00","50.00%","-"
"Rane Holdings","https://scanx.trade/company/rane-holdings-ltd","1,206.60","1.31%","1,189.20","9,178","1,722.76","27.80","30.80","1,798.00","1,151.10","-2.16%","-15.25%","-5.48%","30.29%","89.15%","1.51","3.20%","12.79%","24.00%","141.50","1,320.40","1,464.61","37.24","65.95%","-"
"Seshasayee Paper & Boards","https://scanx.trade/company/seshasayee-paper-boards-ltd","271.86","-0.01%","275.94","19,605","1,714.57","20.54","18.92","318.00","211.59","22.68%","10.78%","-4.98%","8.66%","72.99%","0.85","0.88%","14.17%","6.53%","37.42","243.92","262.90","62.32","50.00%","-"
"Landmark Cars","https://scanx.trade/company/landmark-cars-ltd","413.30","-0.88%","414.00","9,635","1,713.74","69.92","14.61","662.80","329.80","18.27%","-23.58%","-10.37%","-26.67%","-9.84%","3.08","0.12%","18.04%","10.44%","12.78","432.43","518.05","46.62","50.00%","-"
"Nitco","https://scanx.trade/company/nitco-ltd","74.77","-1.88%","76.52","97,549","1,713.10","52.10","14.61","163.95","74.90","-7.26%","-14.20%","-27.74%","227.94%","228.66%","5.77","-","-","-127.70%","-","85.77","110.80","36.50","50.00%","-"
"Satin Creditcare","https://scanx.trade/company/satin-creditcare-ltd","154.72","-0.03%","153.95","3,09,508","1,709.21","8.89","30.80","175.90","131.80","1.70%","3.73%","4.73%","18.33%","79.59%","0.65","-","18.16%","12.80%","41.04","151.13","151.49","51.36","50.00%","-"
